town,state,sentiment_score,number_of_posts,satisfaction_score,score_valid
Marysville, PA,0.16112565217391303,460,2.7941,1
Reynoldsville, PA,0.15553,40,2.7814,1
Walnutport, PA,0.31429999999999997,14,3.1397,1
Alabaster, AL,0.27042716615980095,18089,3.0407,1
Burgettstown, PA,0.2693326923076923,522,3.0382,1
Westbury, NY,0.26801160220994474,4344,3.0353,1
Hutchinson, MN,0.2453850963429021,2543,2.9843,1
Wyoming, MI,0.29556643835616436,4526,3.0975,1
Weatherford, TX,0.32948938493537366,13464,3.174,1
Okemos, MI,0.1991701086956522,368,2.88,1
Venus, TX,0.3408801111111111,900,3.1998,1
Weimar, TX,n/a,0,2.4305,0
Leitchfield, KY,0.15291233766233767,154,2.7756,1
Rantoul, KS,0.052743749999999985,16,2.5495,1
Abbeville, LA,0.2562679873217116,631,3.0089,1
Raymore, MO,0.2641288850869689,3507,3.0265,1
Gladstone, MI,0.5003551724137931,29,3.5597,1
Austin, AR,0.23565705458290423,1942,2.9624,1
Corning, AR,0.11936666666666668,24,2.7,1
Phoenixville, PA,0.3123426345609065,3530,3.1352,1
Spartansburg, PA,0.0,8,2.4305,1
Millersburg, PA,0.13291818181818182,176,2.7304,1
Morris, PA,0.22420877581120943,2712,2.9364,1
Oak Creek, WI,0.23115180722891565,166,2.9522,1
Houston, PA,0.35080744680851067,188,3.2221,1
Sugarloaf, PA,0.04870545454545455,110,2.5404,1
Norfolk, VA,0.24773486283078416,41193,2.9895,1
Welch, MN,0.15472588235294119,255,2.7796,1
La Grange, IL,0.27992242990654204,321,3.0621,1
Lake Barrington, IL,0.3552676470588235,374,3.2323,1
Campbellsville, KY,0.265732647702407,6857,3.0301,1
Linthicum Heights, MD,0.2911770868347339,10710,3.0876,1
Okeechobee, FL,0.14743209064327487,5472,2.7631,1
New Prague, MN,0.24979938080495356,323,2.9942,1
Laredo, TX,0.08989583333333334,24,2.6334,1
Cunningham, KY,0.4665303571428571,56,3.4832,1
Somerset, NJ,-0.09512765957446809,47,2.216,1
Millington, NJ,0.149384,100,2.7677,1
Roebuck, SC,0.2470093229744728,901,2.9879,1
Campobello, SC,0.2851949519230769,416,3.0741,1
Thomasville, PA,0.2939782608695652,46,3.0939,1
Cordesville, SC,0.23192857142857146,7,2.9538,1
Cedar Bluff, AL,0.18983333333333333,42,2.8588,1
Titus, AL,0.109936,100,2.6785,1
Rugby, ND,n/a,0,2.4305,0
Hamilton, NY,0.43142359208523595,1314,3.404,1
Baton Rouge, LA,0.2794465063059398,39328,3.061,1
Tioga, PA,0.094076,50,2.6429,1
Falls Creek, PA,0.22481619402985073,2680,2.9378,1
Hopwood, PA,0.1382905882352941,170,2.7426,1
Sarasota, FL,0.3501579240506329,1975,3.2207,1
Mohrsville, PA,0.16559945799457995,738,2.8042,1
North East, MD,0.31491824324324325,444,3.1411,1
North Huntingdon, PA,0.44353007518796994,532,3.4313,1
Frederick, CO,0.2843149425287356,87,3.072,1
Glenwood, MN,0.0,5,2.4305,1
Belgrade, MN,0.116325,4,2.693,1
Coffeyville, KS,0.26874161237785016,12280,3.0368,1
Victorville, CA,0.3874353535353535,198,3.3047,1
Baltimore, OH,0.24701428571428571,35,2.9879,1
Wallis, TX,0.1810604166666667,48,2.8392,1
Carlisle, KY,0.23304693333333334,375,2.9563,1
Fall River, MA,0.3126904894259819,8275,3.1361,1
Ruston, LA,0.37025813953488373,43,3.2661,1
Society Hill, SC,0.40619285714285713,56,3.3471,1
England, AR,0.13228125,16,2.7291,1
Marion Junction, AL,0.24296351351351353,74,2.9789,1
Middleton, TN,0.299096,50,3.1054,1
Bala Cynwyd, PA,0.24002956878850104,974,2.9721,1
Westlake, OR,n/a,0,2.4305,0
Montecito, CA,0.1401487804878049,82,2.7467,1
Downingtown, PA,0.33822871762740186,9576,3.1937,1
Mead, WA,0.2893657969192078,3181,3.0836,1
Granite Falls, NC,0.24296351351351353,148,2.9789,1
Forest Grove, OR,0.3661020217729393,643,3.2566,1
Coudersport, PA,0.11452999999999999,100,2.6889,1
Lester Prairie, MN,0.22460149253731343,67,2.9373,1
Copan, OK,0.12115714285714285,56,2.704,1
Powder Springs, GA,0.2776647058823529,34,3.0572,1
Owingsville, KY,0.11110833333333334,12,2.6812,1
Youngwood, PA,0.149274375,160,2.7674,1
Webster, KY,0.3301133333333333,15,3.1754,1
Sedalia, KY,0.3522777777777778,9,3.2255,1
Creedmoor, NC,0.15236764705882352,340,2.7744,1
Shelbyville, IN,0.20024166666666668,360,2.8823,1
Daleville, AL,0.29331267605633804,213,3.0924,1
Demopolis, AL,0.4385307692307692,13,3.42,1
Oakman, AL,0.4143546075085324,293,3.3656,1
Midway, TN,-0.0025,8,2.4249,1
Winston, OR,0.17646720647773279,494,2.8288,1
Richfield, PA,0.0,6,2.4305,1
Mason City, IA,0.13095454545454546,132,2.7261,1
Lafayette Hill, PA,0.42538888888888887,432,3.3904,1
Jeffersonville, NY,-0.04012608695652173,92,2.3401,1
Oberlin, PA,0.226225,48,2.941,1
Glen Riddle, PA,0.2643490909090909,110,3.0269,1
Fairview Heights, IL,0.18545117599351177,1233,2.8491,1
Granite Falls, MN,0.33401315789473685,608,3.1842,1
Baxter, MN,0.17553501400560223,357,2.8266,1
Shavano Park, TX,n/a,0,2.4305,0
New Meadows, ID,n/a,0,2.4305,0
New Rochelle, NY,0.20251975308641976,162,2.8875,1
Vinton, OH,0.5106,3,3.5827,1
Williamsburg, KY,0.29621000000000003,30,3.0989,1
Richfield, UT,0.0,2,2.4305,1
Madisonville, KY,-0.011362500000000003,64,2.4048,1
Atascadero, CA,0.45193714285714287,245,3.4502,1
Waterford, CT,0.17061485849056604,424,2.8155,1
Yachats, OR,0.2916985294117647,136,3.0887,1
Blairsville, PA,0.032809433962264156,106,2.5046,1
Volant, PA,n/a,0,2.4305,0
Normal, IL,0.2393004414189225,18803,2.9705,1
Oakmont, PA,0.2881302919708029,1644,3.0806,1
Highlands Ranch, CO,0.24730730158730158,1260,2.9886,1
Carrolltown, PA,0.0,4,2.4305,1
Sumter, SC,0.2668070243273723,6208,3.0326,1
Flinton, PA,0.0,10,2.4305,1
Mansfield, PA,0.11563648648648649,148,2.6914,1
Souderton, PA,0.3014588235294118,1088,3.1109,1
Wilmette, IL,0.6102825,40,3.8076,1
Mount Vernon, WA,0.18628265895953758,173,2.8509,1
Cannon Falls, MN,0.1817175,120,2.8405,1
Topeka, KS,0.27256467046894806,31561,3.0456,1
Hartford, IL,0.14225,48,2.7514,1
Lake Forest, IL,0.24427573495100327,2143,2.9818,1
Clear Lake, MN,0.17280122414520896,2369,2.8205,1
Somerset, TX,0.21660183486238532,1308,2.9193,1
Hopewell, NJ,0.2112716049382716,162,2.9073,1
Monongahela, PA,0.16524343891402715,221,2.8033,1
Vanceburg, KY,0.0,4,2.4305,1
Windham, ME,0.3453947368421053,38,3.2099,1
Hamden, CT,0.35969078498293516,586,3.2422,1
Goshen, AL,0.26264571428571426,35,3.0231,1
Gravois Mills, MO,0.313868023255814,172,3.1388,1
Elliottsburg, PA,0.0,4,2.4305,1
Lebanon, PA,0.2641858024691358,4212,3.0267,1
Warren, VT,0.0,35,2.4305,1
Cushing, MN,-0.001649999999999971,4,2.4269,1
Lake Villa, IL,0.3703114109050028,1779,3.2661,1
Kenyon, MN,-0.0025,4,2.4249,1
Independence, OH,0.21989450261780105,764,2.9267,1
Merriam, KS,0.23751828793774318,257,2.9664,1
League City, TX,0.44482857142857146,63,3.4342,1
Dayton, OH,0.29789512195121953,82,3.1027,1
Tomball, TX,0.26140239043824703,251,3.0204,1
Rowlett, TX,0.4299923076923077,65,3.4008,1
Stockton, CA,0.127975,68,2.7194,1
Coden, AL,0.38343957597173145,283,3.2957,1
Wetumpka, AL,0.27490501563896336,8952,3.0508,1
Selma, AL,0.34314594982078855,2790,3.2047,1
Abbottstown, PA,0.23053153153153152,111,2.9507,1
Cleveland, OH,0.24000239551478084,1962,2.9721,1
Greencastle, PA,0.27247949479940564,2019,3.0454,1
Long Pond, PA,0.2702485948477752,1708,3.0402,1
Glassport, PA,0.16019018404907975,326,2.792,1
Crofton, MD,0.250401702915317,10805,2.9956,1
Danielsville, GA,0.12700980392156863,102,2.7171,1
Tannersville, PA,0.18392480620155038,774,2.8455,1
Salix, PA,0.6165333333333333,6,3.8216,1
Wyandotte, MI,0.21918027210884353,882,2.9252,1
Walker, MI,0.3180867469879518,83,3.1483,1
Fithian, IL,0.05017777777777778,18,2.5438,1
Madera, CA,0.1896090909090909,55,2.8584,1
Sanger, TX,0.2947157894736842,38,3.0955,1
Worthington, PA,0.4246776315789474,76,3.3889,1
Sharon, CT,-0.02,3,2.3854,1
New Germany, MN,0.21183947368421052,38,2.9085,1
Pine River, MN,0.07329557522123895,113,2.5959,1
Nevis, MN,0.17776153846153847,39,2.8317,1
Tiline, KY,-0.09,1,2.2275,1
West Haven, UT,0.32214605988967693,2538,3.1573,1
Norris, SC,0.3804266666666667,15,3.2889,1
Saint Cloud, FL,0.040166666666666635,6,2.5213,1
Kingstree, SC,0.0,1,2.4305,1
Buffalo, MN,0.2887730245231608,1468,3.0822,1
Tacoma, WA,0.20942541603630863,1322,2.903,1
Factoryville, PA,0.17634,20,2.8284,1
Enola, PA,0.3920114457831325,3984,3.3151,1
Milroy, PA,0.20662142857142857,140,2.8967,1
New Alexandria, PA,0.4126625,24,3.3618,1
Green Isle, MN,0.382558064516129,62,3.2939,1
Long Prairie, MN,0.28689285714285717,42,3.0779,1
Joliet, IL,0.3004736876813506,15164,3.1086,1
Howard Lake, MN,0.22487941176470588,68,2.938,1
Blooming Prairie, MN,0.0,3,2.4305,1
Forest City, IL,-0.0025,4,2.4249,1
Van, TX,n/a,0,2.4305,0
Mount Hope, KS,0.0,4,2.4305,1
Midway, PA,0.2599684,250,3.0172,1
Mora, MN,0.05381475409836066,61,2.5519,1
San Tan Valley, AZ,0.30890245098039215,204,3.1276,1
Price, UT,0.04732352941176471,34,2.5373,1
Willard, MO,0.21991521739130435,460,2.9267,1
Sioux Falls, SD,0.33526355140186914,107,3.1871,1
Nichols, SC,0.2581108343711083,803,3.0129,1
Muldraugh, KY,n/a,0,2.4305,0
Canton, OH,0.39010086206896555,116,3.3108,1
Prattville, AL,0.3220457317764426,8821,3.1571,1
Lyndonville, VT,0.5567599999999999,20,3.6869,1
Fayetteville, GA,0.277189025974026,6160,3.056,1
Allenport, PA,0.0,6,2.4305,1
Jessup, PA,0.2916485714285714,140,3.0885,1
Mechanicsburg, PA,0.29741355467967134,14969,3.1016,1
Leola, PA,0.3632810200668896,2392,3.2503,1
Macungie, PA,0.36918087995654536,3682,3.2636,1
Davie, FL,0.5724641304347826,276,3.7223,1
Foley, MN,0.20618949579831933,238,2.8958,1
Doraville, GA,0.22787733644859814,428,2.9448,1
Downey, CA,0.2005109677419355,155,2.883,1
Johnson City, TN,0.2403477099236641,262,2.9728,1
Tonganoxie, KS,0.32843185078909615,697,3.1716,1
Coalinga, CA,n/a,0,2.4305,0
Cordova, SC,0.0,1,2.4305,1
Williston, VT,0.487646404494382,2670,3.5308,1
Nauvoo, AL,0.0,4,2.4305,1
Tallassee, AL,0.3770092796092796,819,3.2812,1
Louisville, KY,0.271266151564887,334504,3.0427,1
Lawrence, MA,0.18796446875899797,3473,2.8548,1
Woburn, MA,0.34245261809903244,3514,3.2034,1
Cantonment, FL,0.220206050955414,628,2.9274,1
Michigan City, IN,0.17172888888888888,180,2.818,1
Creekside, PA,0.22481619402985073,2680,2.9378,1
Greenfield Township, PA,0.2725881909547739,796,3.0456,1
San Juan, TX,-0.028533333333333324,48,2.3662,1
Clairton, PA,0.30491848739495797,238,3.1185,1
Good Thunder, MN,0.4404,7,3.4243,1
Elk Grove, CA,0.2794293395675044,1711,3.061,1
Moab, UT,0.29673690786048934,3842,3.1,1
Kansas City, MO,0.25472109961922407,38869,3.0053,1
Whitney, TX,0.35356600372902425,1609,3.2284,1
Harrisville, RI,0.21630833333333335,36,2.9186,1
Shelby, AL,0.13692910798122065,213,2.7395,1
Vance, AL,0.18603763440860216,93,2.8502,1
Camp Hill, AL,0.1494235294117647,17,2.7677,1
Spruce Pine, AL,-0.444,2,1.4287,1
Florissant, MO,0.22506138902379796,4118,2.9385,1
Takoma Park, MD,0.39439117647058825,204,3.3205,1
Masontown, WV,0.10728333333333333,36,2.6727,1
New Wilmington, PA,0.35772499999999996,8,3.2377,1
Cincinnati, OH,0.39096240380262565,4418,3.3128,1
Gap, PA,0.3000488997555012,1636,3.1075,1
Troy, MI,0.4385067796610169,354,3.42,1
Lizella, GA,0.24981308411214953,1712,2.9942,1
Saegertown, PA,0.07132857142857142,28,2.5914,1
Glen Richey, PA,0.0,8,2.4305,1
White Oak, PA,0.2154183745583039,566,2.9166,1
Brooklyn Park, MN,0.22976442771084338,3320,2.9491,1
Vernon Hills, IL,0.22095052631578949,1520,2.9292,1
North Providence, RI,0.24584198895027626,2172,2.9852,1
Oxford, ME,0.2967967741935484,31,3.1003,1
Pleasant Prairie, WI,0.6827454545454545,66,3.971,1
East Cleveland, OH,0.16445500000000002,100,2.8017,1
Scranton, SC,0.2712769230769231,26,3.0427,1
Berry, AL,0.18751014492753623,69,2.8536,1
Opelika, AL,0.27069610038610037,2590,3.0414,1
Phenix City, AL,0.27325529920692143,6935,3.0472,1
Tuscumbia, AL,0.25090382165605096,314,2.9967,1
Las Vegas, NV,0.2506076539589443,3410,2.996,1
Peach Bottom, PA,0.390333389261745,1192,3.3112,1
Carlton, PA,0.0,2,2.4305,1
Crum Lynne, PA,0.18284193548387098,62,2.843,1
Duryea, PA,0.23954999999999999,84,2.971,1
Kempton, IN,0.0,4,2.4305,1
Lakewood, PA,0.0,12,2.4305,1
New Providence, PA,0.2881891891891892,1036,3.0808,1
Pittsfield, PA,-0.03125,16,2.3601,1
Evanston, IL,0.31473239436619715,3834,3.1406,1
Lisle, IL,0.39889790131725833,4479,3.3306,1
Crosslake, MN,0.3266281407035176,199,3.1675,1
Merrifield, MN,0.20463168316831684,101,2.8922,1
Fort Scott, KS,0.1241391304347826,46,2.7106,1
Lewisville, TX,0.2554433628318584,904,3.0068,1
Winnsboro, TX,0.22302625,160,2.9337,1
California, KY,0.24367713004484307,223,2.9804,1
Mission Hills, CA,0.16430188679245283,53,2.8013,1
Akron, OH,0.22534772727272728,132,2.9389,1
Wyoming, RI,0.3600241379310345,203,3.2429,1
Salmon, ID,0.40473257142857144,175,3.3437,1
Bellmawr, NJ,0.19532603773584906,530,2.8712,1
Hilton Head Island, SC,0.30907073573987326,3629,3.128,1
Liberty, SC,0.2570310185185185,648,3.0104,1
Sheldon, SC,-0.08205,4,2.2455,1
Joppa, AL,0.4044384615384615,52,3.343,1
Eclectic, AL,0.23327979797979798,693,2.957,1
Maylene, AL,0.27129117799688635,1927,3.0427,1
Ralph, AL,0.07095,16,2.5905,1
Bono, AR,0.2198842105263158,931,2.9267,1
Virginia, MN,0.11414857142857143,35,2.688,1
Allison, PA,0.34588665413533837,1064,3.211,1
Blakeslee, PA,0.42977796610169494,118,3.4004,1
Sacramento, CA,0.3277200608673599,3943,3.17,1
Renovo, PA,n/a,0,2.4305,0
West Alexander, PA,0.25290153846153846,130,3.0012,1
Ernest, PA,0.19540000000000002,6,2.8715,1
Hereford, PA,0.16043247863247864,234,2.7925,1
Smithville, MO,0.24065861008610087,1626,2.9737,1
Stratford, CT,0.20346829268292682,82,2.8897,1
Benson, MN,0.19601428571428572,14,2.8728,1
Zeeland, MI,0.2672342482100239,838,3.0335,1
Johnsburg, IL,0.3751492957746479,71,3.2769,1
Hendersonville, TN,n/a,0,2.4305,0
Trenton, TX,0.18663617021276596,188,2.8516,1
Auburn, AL,0.2981764844701583,13136,3.1034,1
Elmwood, IL,0.12443591047812819,983,2.7112,1
Wilder, KY,0.24411333333333332,45,2.9813,1
Valley Park, MO,0.28355761543762925,1451,3.0705,1
Maplesville, AL,0.01602,5,2.4667,1
Cash, AR,0.2405,4,2.9732,1
Dearborn, MO,0.26471075268817207,93,3.0278,1
Mercer, WI,0.0,6,2.4305,1
Austin, PA,0.2003742268041237,388,2.8827,1
Charleston, SC,0.3045039973164868,17887,3.1176,1
Shickshinny, PA,0.3577435643564357,202,3.2377,1
Harborcreek, PA,-0.007858333333333328,24,2.4127,1
Kersey, PA,0.0,2,2.4305,1
Seven Valleys, PA,0.22619170305676856,458,2.941,1
Kernersville, NC,0.26597719298245615,456,3.0308,1
Wilkes Barre, PA,0.2488694388777555,998,2.9922,1
Torrington, CT,0.36027561728395063,324,3.2435,1
Loami, IL,0.0,10,2.4305,1
Machesney Park, IL,0.30008794612794615,1485,3.1077,1
Dacula, GA,0.3742745062836625,1114,3.2751,1
Jackson, MN,0.0557625,16,2.5565,1
Sunset Valley, TX,0.15199811320754716,106,2.7735,1
Hickory, KY,0.3359676646706587,334,3.1887,1
Hamilton, OH,0.1943245901639344,61,2.869,1
Whitmore, CA,0.45059418604651164,516,3.4473,1
Chappaqua, NY,0.36523370786516857,178,3.2546,1
Livermore, KY,-0.0025,4,2.4249,1
Clarence, NY,0.32726907216494844,97,3.1691,1
Jensen Beach, FL,0.3904484662576687,163,3.3115,1
Whitehall, OH,0.2551312703583062,1228,3.0062,1
Pleasant Grove, AL,0.3872302702702703,1295,3.3042,1
Cecil, AL,0.04743666666666667,60,2.5375,1
Leeds, AL,0.29208359753412594,4542,3.0896,1
Severna Park, MD,0.356500886092205,7787,3.235,1
Brierfield, AL,0.0,6,2.4305,1
Winsted, MN,0.26648571428571427,98,3.0319,1
Jenison, MI,0.3015,124,3.1109,1
Beavertown, PA,0.29720044052863437,454,3.1012,1
Crown Point, IN,0.19255060109289618,6405,2.8651,1
Folsom, PA,0.17245978260869566,920,2.8198,1
Ickesburg, PA,-0.0033333333333333335,6,2.4231,1
Lykens, PA,0.18559692307692308,130,2.8493,1
Atlanta, GA,0.32900757933170605,48751,3.1729,1
Titusville, PA,0.13027301587301587,126,2.7246,1
Upland, CA,0.3513567836563646,1909,3.2235,1
McKnight, PA,0.439425,32,3.422,1
Equinunk, PA,0.2742103734439834,964,3.0493,1
James Creek, PA,0.0,2,2.4305,1
North Versailles, PA,0.2944966850828729,1448,3.0951,1
Hookerton, NC,0.3065263157894737,57,3.1221,1
Lincoln, IL,0.06151363636363637,88,2.5693,1
Big Bear City, CA,0.4134566666666667,30,3.3636,1
Lilburn, GA,0.182925,28,2.8432,1
Westmoreland, KS,0.0,6,2.4305,1
Jeffersonville, KY,0.20997105263157895,38,2.9044,1
Seward, AK,0.24605299145299145,585,2.9859,1
New Brighton, MN,0.27682553916004543,1762,3.0551,1
Vernal, UT,0.2639575892857143,448,3.0262,1
Center Ridge, AR,0.0,4,2.4305,1
Millersville, MD,0.5218141649048625,6149,3.6079,1
Le Raysville, PA,n/a,0,2.4305,0
Independence, MO,0.3093608547166328,10834,3.1287,1
Edmonds, WA,0.31251875,160,3.1357,1
Dillwyn, VA,0.645975,8,3.8882,1
Manalapan, NJ,0.25034745762711863,472,2.9953,1
Covington Township, PA,0.2526374485596708,5832,3.0005,1
Manns Choice, PA,n/a,0,2.4305,0
Geneva, IL,0.38071957210776547,12620,3.2896,1
Lexington, KY,0.28278278785322647,47420,3.0687,1
Ames, IA,0.208951376146789,109,2.9021,1
Ravenna, OH,0.3639679245283019,53,3.2519,1
Sour Lake, TX,0.17834090909090908,44,2.8329,1
Johnston, IA,0.3926918918918919,148,3.3166,1
Park City, UT,0.3289417774762551,7370,3.1727,1
Potwin, KS,n/a,0,2.4305,0
Tecumseh, KS,0.12398790849673204,306,2.7103,1
Crownsville, MD,0.35439109748361175,4729,3.2302,1
Juneau, AK,0.2893428002592833,10800,3.0833,1
San Bruno, CA,0.34957800453514737,1323,3.2194,1
Red Bay, AL,0.02788235294117647,17,2.4935,1
Bath, PA,0.2957746368715084,895,3.098,1
Knoxville, PA,0.20670408163265308,98,2.897,1
New Tripoli, PA,0.225682,200,2.9398,1
Springdale, PA,0.2809382051282051,780,3.0644,1
Emlenton, PA,0.27763059125964007,1556,3.0569,1
Norristown, PA,0.3204005301730859,6413,3.1535,1
Boyers, PA,0.323575,144,3.1607,1
Homer, AK,0.19901066308243728,1116,2.8796,1
Peoria, IL,0.2721822222222222,405,3.0447,1
Glassboro, NJ,0.2964929061784897,1748,3.0996,1
Caddo Mills, TX,0.3010268897149938,24216,3.1097,1
Eveleth, MN,0.29616102564102564,780,3.0989,1
Farmington, IL,-0.0025,4,2.4249,1
Merion Station, PA,0.35098823529411766,17,3.2226,1
Belton, KY,0.0,2,2.4305,1
Willard, UT,0.1384606557377049,61,2.7431,1
Sullivans Island, SC,0.43117192982456143,57,3.4035,1
Westborough, MA,0.3190644341801386,433,3.1506,1
Duncanville, AL,0.11472,110,2.6894,1
Kimberly, AL,0.1092125,56,2.6769,1
Mc Calla, AL,0.29434464285714285,1624,3.0946,1
Roanoke, AL,0.1698761904761905,63,2.8139,1
Germantown, TN,0.2471837962962963,864,2.9883,1
Woodland, CA,0.2928211612903226,5425,3.0912,1
Bridgeville, PA,0.2525150097465887,3078,3.0003,1
Grass Valley, CA,0.4567293481654957,25620,3.4611,1
Elysburg, PA,-0.0451,12,2.3288,1
Corvallis, OR,0.4396829787234042,94,3.4227,1
McKinney, TX,0.3033529583802025,4445,3.1151,1
College Station, TX,0.1981830303030303,165,2.8778,1
West Bloomfield Township, MI,n/a,0,2.4305,0
Hattiesburg, MS,0.17815,4,2.8326,1
Baxter Springs, KS,0.2159665910808768,10584,2.9179,1
Bloomfield Hills, MI,0.3086058479532164,171,3.1269,1
Moorpark, CA,0.06339351351351352,185,2.5736,1
North Syracuse, NY,0.20188684210526317,152,2.8861,1
Blacksburg, SC,0.10112710133542813,2546,2.6587,1
Hartselle, AL,0.2583106280193237,1242,3.0134,1
Coffee Springs, AL,0.07781071428571429,28,2.6061,1
Mentone, AL,0.21423124999999998,16,2.9139,1
Umatilla, OR,0.14404318181818182,176,2.7555,1
Hickory, NC,-0.0414909090909091,22,2.3369,1
West Deptford, NJ,0.29132475794045787,11051,3.0878,1
Hilldale, PA,0.0659,204,2.5792,1
Pocono Lake, PA,0.12471764705882353,102,2.7119,1
Cookeville, TN,n/a,0,2.4305,0
Glenville, PA,0.0027901960784313807,408,2.4369,1
Hummelstown, PA,0.26192080291970804,6302,3.0215,1
Port Charlotte, FL,0.24682670454545455,1408,2.9874,1
Slovan, PA,0.15558125,32,2.7816,1
Temple, PA,0.2437216923076923,650,2.9804,1
King George, VA,0.25756864330637913,1113,3.0118,1
Big Spring, TX,0.2991725925925926,270,3.1057,1
Prosper, TX,0.23595309859154928,710,2.9631,1
Albany, KY,0.33896470588235295,119,3.1955,1
Kasilof, AK,0.47523846153846155,52,3.5028,1
Greensboro, NC,0.4366198529411765,272,3.4157,1
Ridgeway, SC,0.1939764705882353,255,2.8683,1
Hephzibah, GA,n/a,0,2.4305,0
Munford, AL,0.06690322580645161,31,2.5815,1
Dixiana, AL,0.2470504424778761,113,2.9881,1
Flat Rock, AL,0.2255906976744186,43,2.9396,1
Section, AL,0.23397500000000002,4,2.9586,1
Seattle, WA,0.2653759771447499,24152,3.0294,1
Wasilla, AK,0.2364719266928478,8403,2.9642,1
Brookville, PA,0.22058662790697675,344,2.9283,1
Elizabethtown, PA,0.24102645914396886,1285,2.9743,1
Lansdale, PA,0.354019275619739,12949,3.2293,1
Edina, MN,0.28452798076923075,14561,3.0725,1
Dalmatia, PA,0.0,2,2.4305,1
Dover, PA,0.25121758034026465,2116,2.9974,1
Liberty Township, OH,0.3009485674353599,1431,3.1095,1
Sarver, PA,0.10649449541284405,218,2.6709,1
Madison Lake, MN,0.21546029411764706,68,2.9168,1
Sealy, TX,n/a,0,2.4305,0
Longview, TX,0.3028398058252427,103,3.1138,1
Trinity, TX,0.21272859659424545,1703,2.9105,1
Bolivar, TN,n/a,0,2.4305,0
Baldwin Park, CA,0.04982307692307693,26,2.5429,1
Eden, UT,0.31104,150,3.1323,1
Prairieville, LA,0.25921066666666664,4650,3.0154,1
Mebane, NC,0.3410236641221374,262,3.2,1
Wellsville, KS,0.17366119402985075,67,2.8225,1
Pascoag, RI,0.20820568181818183,176,2.9003,1
Wind Gap, PA,0.3053698113207547,53,3.1197,1
Plymouth, MA,0.29866187363834423,1377,3.1045,1
Bethlehem, GA,0.36160000000000003,28,3.2465,1
Awendaw, SC,0.31865544554455444,101,3.1497,1
West York, PA,0.37095367647058825,2176,3.2677,1
Ninilchik, AK,0.2913783783783784,777,3.0881,1
Fort Deposit, AL,0.3618545454545455,11,3.2471,1
Stevenson, AL,0.05991428571428571,28,2.5657,1
